技能ID	名称	动作ID	技能类型	是否宠物绝技	开放等级	是否强制技能	所属槽位	技能冷却时间	真气消耗	灵力消耗	气力消耗	施放战斗状态	施放条件	施放姿态	指定目标	射程	智能选取	智能选取射程	智能选取角度	施放是否朝向目标	切换技能	切换技能时间	切换类型	切换限制	施法时间	持续施法时间	施放切换姿态	承接特定技能忽略前摇	施放速度提高	描述	特殊技能目标
id	name	aniid	type	isPetStunt	openLevel	forceSkill	slotid	cd	costZhenqi	CostLingqi	CostQili	castingBattleState	castingConditions	castingPosture	isNeedTarget	range	isAutoTarget	autoTargetRange	autoTargetAngle	lookAtTarget	changeSkill	changeSkillTime	changeSkillType	changeSkillLimit	castingTime	castingContinueTime	toPosture	skipAniSkill		des	targetSearch
int	str	str	enum:Type	bool	int	bool	int	float	int	int	int	enum:CastingBattleState	int	ints	bool	float	bool	float	float	int	int	float	enum:SwitchType	int	float	float	int			str	str
14101	仙女攻击	14101						2							1	15	
14200	朱雀卫队普通1	14200													1	3	
14201	朱雀卫队普通2	14201													1	3	
14300	毕方鸟普攻	14300													1	15	
14301	毕方鸟大焰弹	14301						15							1	15	
14400	小兵朱雀炎将普攻1（搓）	21900						0							1	3	
14401	小兵朱雀炎将普攻2（横扫）	21901						0								4	
14403	重复上面的	21901						15								4	
14500	强盗普通攻击1	14500						0							1	2	
14501	强盗普通攻击2	14501						0							1	2	
14502	强盗技能跳砍	14502						15							1	15	
14600	蝶仙普攻1	14600						2							1	10	
14601	蝶仙空气波	14601						5							1	15	
14700	花妖普攻1	14700						2							1	10	
14701	花妖友军buff	14701						30							1	15	
14800	一目民普攻	14800													1	3	
14801	一目民重砸	14801						15							1	3	
14900	厌火盗贼普攻	14900						2							1	10	
14901	厌火盗贼火炭之怒	14901						30							1	5	
15000	羽民刺客普攻1	15000						2							1	2	
15001	羽民刺客普攻2	15001						2							1	2	
15002	羽民刺客技能狂风嚎叫	15002						15								12	
15100	羽民风伯普攻1	15100						3							1	15	
15101	羽民风伯技能风刃龙卷	15101						3								15	
15102	羽民风伯技能御风（后退）	15102						3								5	
15103	羽民风伯技能风伯吹息	15103						3								15	
15104	羽民风伯技能夺魂风镰	15104						3							1	15	
15200	厌火流氓普攻1	15200						2							1	2	
15201	厌火流氓普攻2	15201						30							1	2	
15202	厌火流氓燃烧攻击	15202						30							1	4	
15300	逐鹿城盾卫普攻	15300						2							1	3	
15400	羽民风伯普攻1	15400						2							1	3	
15501	鱼人萨满旋涡	15501						5							1	15	
15502	鱼人萨满跳舞	15502						5								15										20	
15503	鱼人萨满召唤	15503						5								
15601	鱼人战士普攻1	15601													1	3	
15602	鱼人战士普攻2	15602													1	3	
15701	鱼人法师水铁弹	15701						5							1	15	
15702	鱼人法师水铁连弹	15702						5							1	15	
15801	刑天斧手普攻1	15801													1	3	
15802	刑天斧手普攻2	15802													1	3	
15803	刑天斧手烈焰斧	15803														15	
15901	刑天斧手普攻1	15901													1	
15902	刑天斧手普攻2	15902													1	
15903	无头刑天烈焰跃击	15903													1	
15904	无头刑天裂地斩	15904														5	
15905	无头刑天斧刃旋风	15905														5										5	
16000	玄武勇士普攻1	16000													1	
16001	玄武勇士普攻2	16001													1	
16002	玄武勇士海神之力	16002														15	
20000	切换地面姿态	20000						0							1	100	
20001	龙抓击	20001						0							1	7	
20002	龙拍击	20002						0							1	8	
20003	前扑	20002						0							1	100	
20004	喷火	20004						0							1	100	
20005	龙吼	20005						0							1	100	
20006	冲撞	20005						0							1	100	
20007	旋风	20007						0							1	100	
20008	龙出场	20008						0								100	
20009	小跳	20009						0							1	100	
20010	大龙吼	20010						0							1	100	
20011	飞翔	20011						0							1	100	
20012	空中俯冲喷火	20012						0							1	100	
20013	喷火球	20013						0							1	100	
20014	落地	20014						0							1	100	
20015	3喷火球	20015						0							1	100	
20021	203用不动龙抓击	20022						3								100	
20022	203用不动龙拍击	20023						3								100	
20023	203用不动龙吼	20025						15								100	
20024	203用不动旋风	20026						10								100	
20025	203用不动喷火	20024						10								100	
20030	小龙-龙抓击	20030						10							1	5	
20031	小龙-龙吼	20031						50								15	
20100	撒旦左右抓	20100						0							1	100	
20101	撒旦左抓	20101						0							1	100	
20102	撒旦右爪	20102						0							1	100	
20103	撒旦砸地	20103						20							1	100	
20104	撒旦黑火引爆	20104						20							1	100	
20105	撒旦黑火地狱	20105						20							1	100	
20106	撒旦黑火喷出	20106						20							1	100	
20200	尸化大将军普通攻击1	20200						1								5	
20201	尸化大将军普通攻击2	20201						2								5	
20202	尸化大将军攻击3	20202						2								5	
20203	上挑	20203						20								7	
20204	跳砍	20204						25								15	
20205	旋风斩	20205						30								5	
20206	召唤尸兵1	20206						100							1	15										8	
20207	召唤尸兵2	20207						100							1	15										8	
20208	召唤尸兵3	20208						100							1	15										8	
20209	召唤尸兵4	20209						100							1	15										8	
20250	尸化大将军攻击1	20200						2								5	
20251	尸化大将军攻击2	20201						2								5	
20252	尸化大将军攻击3	20202						2								5	
20253	上挑	20203						20								7	
20254	跳砍	20204						25								15	
20255	旋风斩	20205						30								5	
20300	雨师攻击1	20300						0								15	
20301	雨师五连击	20301						10								15	
20302	雨师水环	20302						15								8	
20303	雨师霜路	20303						20								7	
20304	雨师冻结	20304						20								7	
20305	雨师暴风雨	20305						40								6	
20306	雨师冻结无CD	20306						0								7	
20400	陈靖仇普通攻击1	20400						2							1	2	
20401	陈靖仇普通攻击2	20401						2							1	2	
20402	陈靖仇普通攻击3	20402						2							1	2	
20403	陈靖仇技能冲锋	20403						15							1	10	
20404	陈靖仇技能蓄力攻击1	20404													1	8	
20405	陈靖仇技能银鹰掠地	20405						30							1	2	
20406	陈靖仇技能上挑	20406						20							1	2	
20407	陈靖仇技能浮空连	20407													1	3	
20408	陈靖仇技能7格挡	20408						5							1	100										3	
20409	陈靖仇技能后退	20409						35							1	4	
20410	陈靖仇技能爆气	20410						30							1	100									3	
20411	陈靖仇技能解控	20411						30							1	2	
20412	陈靖仇技能五段斩	20412						15							1	25	
20413	陈靖仇技能上挑浮空	20413						25							1	25	
20414	陈靖仇格挡无后摇	20414						5							1	100										2	
20415	陈靖仇技能三段斩	20415						20							1	25	
20416	陈靖仇技能小退无后摇	20416						15							1	4	
20417	陈靖仇虚弱	20417						0							1	100	
20418	陈靖仇技能冲锋到身后	20418						10							1	10	
20419	陈靖仇大笑	20419						5							1	10	
20420	陈靖仇技乱斩	20420						35							1	3	
20421	陈靖仇技能冲锋无眩晕	20421						10							1	10	
20500	普通攻击1	20500						0							1	5	
20503	宇文拓攻击2	20503						0							1	5	
20504	宇文拓攻击3	20504						0							1	5	
20505	宇文拓攻击4	20505						0							1	12	
20506	宇文拓变身	21500						0							1	5	
20600	姬良普通攻击1	20600													1	15	
20601	姬良普通攻击2	20601													1	15	
20602	姬良普通攻击3	20602													1	15	
20603	姬良普通攻击4	20603													1	15	
20604	姬良飞剑	20604													1	15	
20605	姬良加防	20605													2	15	
20606	姬良破天雷火弹	20606													1	15	
20700	水镜攻击1	20700						2							1	2	
20701	水镜攻击2	20701						10							1	2	
20702	水镜攻击3	20702						10							1	2	
20703	水镜攻击4	20703						20							1	2	
20704	水镜攻击2	20704						20							1	8	
20705	水镜攻击3	20705						20							1	3	
20706		20706						20							1	5	
20900	于小雪普通攻击1	20900						2							1	15	
20901	于小雪普通攻击2	20901						2							1	15	
20902	于小雪普通攻击3	20902						2							1	15	
20903	于小雪普通攻击4	20903						2							1	15	
20904	于小雪攻击2	20904						10							1	10	
20905	于小雪攻击3	20905						20							1	10	
20906	于小雪攻击4	20906						20							1	10	
21100	龙女攻击1	21100						2							1	10	
21101	龙女攻击1	21101						10							1	10	
21102	龙女攻击2	21102						20							1	10	
21103	龙女攻击3	21103						20							1	10	
21104	龙女攻击4	21104						30							1	10	
21200	陈靖仇攻击1	21200						2							1	3	
21201	陈靖仇攻击1	21201						10							1	3	
21202	陈靖仇攻击1	21202						10							1	3	
21203	陈靖仇攻击2	21203						10							1	3	
21204	陈靖仇攻击3	21204						10							1	10	
21205	陈靖仇攻击4	21205						10							1	4.3	
21300	拓拔玉儿攻击1	21300						2							1	3	
21301	拓拔玉儿攻击2	21301						2							1	3	
21302	拓拔玉儿攻击3	21302						2							1	3	
21303	拓拔玉儿技能攻击1	21303						10							1	5	
21304	拓拔玉儿技能攻击2	21304						20							1	10	
21305	拓拔玉儿技能攻击3	21305						30							1	5	
21400	慕容诗攻击1	21400													1	3	
21401	慕容诗攻击2	21401													1	3	
21402	慕容诗攻击3	21402													1	3	
21403	慕容诗技能攻击1	21403													1	5	
21404	慕容诗技能攻击2	21404													1	5	
21405	慕容诗技能攻击3	21405													1	5	
21500	风后普攻	21500						0						1	1	15	
21501	风后雷击	21501						5						1	1	15	
21502	风后巽风	21502						5						1	1	10	
21503	风后天罚	21503						30						1	1	100	
21504	风后腾云姿态	21504						999						1	1	100				1	
21505	风后腾云普攻	21505						0						304	1	10	
21506	风后腾云雷击	21506						5						304	1	10	
21507	风后腾云巽风	21507						5						304	1	10	
21508	风后腾云天罚	21508						5						304	1	7	
21509	风后技能大巽风	21509						60						304	1	10	
21510	风后普通闪现	21510						15						1	1	25	
21511	风后腾云闪现	21511						15						304	1	25	
21512	风后腾云闪现绕后	21512						25						304	1	25	
21600	朱雀帝普通攻击1	21600						0							1	12	
21601	朱雀帝普通攻击2	21601						0							1	12	
21602	朱雀帝大火球	21602						10							1	12	
21603	朱雀帝火爆	21603						10							1	12	
21604	朱雀帝火凤	21604						10							1	12	
21605	朱雀帝落炎	21605						10							1	12	
21606	朱雀帝炎盾	21606						10							1	12	
21700	巨像猎人（人）普攻1	21700						0							1	3.5	
21701	巨像猎人（人）普攻2	21701						0							1	3.5	
21702	巨像猎人（人）跳跃狂击	21702						20								15	
21703	巨像猎人（人）崩山	21703						30								12	
21704	巨像猎人（人）野性呼唤 变身	21704						0							1	12	
21800	巨像猎人（全）普攻1	21800						0							1	3	
21801	巨像猎人（全）普攻2	21801						0							1	3	
21802	巨像猎人（全）流星锤	21802						20								12	
21803	巨像猎人（全）泰山压顶	21803						25								6	
21804	巨像猎人（全）野蛮冲撞身	21804						30							1	8	
21805	巨像猎人（全）怒吼	21805						35								12	
21806	巨像猎人（全）天崩地裂	21806						45							1	5	
21900	朱雀炎将普攻1（搓）	21900						0							1	3	
21901	朱雀炎将普攻2（横扫）	21901						0							1	4	
21902	朱雀炎将 烈风炎枪	21902						15								7	
21903	朱雀炎将 飞羽烈炎枪	21903						15								15	
22000	姬良普通攻击	22000													1	15	
22001	姬良 乘龙念法（闪现）	22001						25							1	15	
22002	姬良 乘龙念法·真（连续闪现）	22002						25							1	15	
22003	姬良 天雷狂奔	22003						20							1	15	
22004	姬良 封魔咒	22004						25							1	15	
22005	姬良 束缚咒	22005						30							1	15	
22006	姬良 寒冰蚀骨	22006						30							1	15	
22007	姬良 火风轮	22007						35							1	15	
22008	姬良 乾坤八剑·万剑穿胁	22008						35							1	15	
22009	姬良 火龙吐炎	22009						40							1	15										4	
22010	姬良 驱鬼	22010						45							1	15	
22011	姬良 真火念法	22011						45							1	15	
22012	姬良 毒蛊咒	22012						45							1	15	
22013	姬良 九龙化伤术	22013						20							1	15	
22014	姬良 大招虚弱	22014													1	15										8	
22015	姬良 召唤降龙力士1	22015						3							1	15										8	
22016	姬良 召唤降龙力士2	22016						3							1	15										8	
22017	姬良 召唤降龙力士3	22017						3							1	15										8	
22018	姬良 召唤降龙力士4	22018						3							1	15										8	
22100	降龙力士普攻	22100						0							1	3	
22101	降龙力士技能下段踢	22101						10								3.5	
22102	降龙力士技能台风斩	22102						10								7	
22103	降龙力士技能斗气爆破	22103						10								7	
22104	降龙力士技能风神膝	22104						10							1	15	
22105	降龙力士技能风神旋风	22105						10								15	
22200	翼虎普攻	22200						0							1	2	
22201	翼虎扑咬	22201						0								9	
22202	翼虎火焰吐息	22202						10								15	
22203	翼虎猛虎落地	22203						50								30	
22204	翼虎虎啸天雷	22204						40								8.5	
22205	翼虎麻痹电球	22205						60							1	30	
22206	翼虎奔雷	22206						10							1	15	
22300	祸斗兽普攻	22300						0							1	2	
22301	祸斗兽扑地	22301						15								2	
22302	祸斗兽喷火	22302						20								10	
22303	祸斗兽飞扑	22303						25								20	
22400	隋军副官普攻1	22400													1	3	
22401	隋军副官普攻2	22401													1	3	
22402	随军副官威震天地	22402														6	
22403	随军副官搓土扬灰	22403														8	
22404	披星戴月	22404														15	
22405	随军副官地裂山崩	22405														100	
22406	随军副官重击	22406														3	
22500	蚩尤普攻	22500						0							1	10				0							
22501	蚩尤普攻1	22501						0							1	10				0							
22502	蚩尤战神怒火	22502						9999							1	99				0							
22503	蚩尤右飞刀	22503						15							1	99				0							
22504	蚩尤左飞刀	22504						15							1	99				0							
22505	蚩尤乱披风斩	22505						30							1	99				0						4	
22506	蚩尤死亡罡风	22506						20							1	20				0					3		
22507	蚩尤蛮斧	22507						15							1	20				0							
22508	蚩尤横扫	22508						10							1	8				0							
22509	蚩尤竖劈1	22509						10							1	8				0							
22510	蚩尤竖劈2	22510						10							1	8				0							
22511	蚩尤怒吼	22511						20							1	20				0							
22600	远古战灵普攻1	22600						0							1	5				0							
22601	远古战灵普攻2	22601						0							1	5				0							
22602	远古战灵普攻3	22602						0							1	5				0							
22603	远古战灵技能1	22603						0							1	15				0							
22604	远古战灵技能2	22604						0							1	99				0							
22605	远古战灵技能3	22605						0							1	99				0							
22606	远古战灵技能4	22606						5							1	99				0							
22607	远古战灵技能5	22607						32							1	99				0	
22608	远古战灵技能6	22608						0							1	99				0	
22609	远古战灵技能7	22609						10							1	99				0					3	4	
22610	战灵召唤1	22610						10							1	99				0	
22611	战灵召唤2	22611						10							1	99				0					5	
22612	战灵召唤3	22612						10							1	99				0	
22613	战灵召唤4	22613						10							1	99				0	
22700	玄武鲨普攻1	22700						0							1	5				0	
22701	玄武鲨普攻2	22701						0							1	5				0	
22702	玄武鲨普攻3	22702						0							1	6				0	
22703	玄武鲨普攻4	22703						0							1	15				0	
22704	玄武鲨普攻5	22704						0							1	15				0	
22705	玄武鲨普攻6	22705						0							1	99				0	
22706	玄武鲨普攻7	22706						0							1	15				0	
22707	玄武鲨普攻8	22707						0							1	15				0	
22801	修真道士普攻1	22801						0							1	8	
22802	修真道士普攻2	22802						0							1	3	
22803	修真道士普攻3	22803						0							1	3	
22804	冰冻	22804						5							1	100	
22805	冰剑轮回	22805						0								100	
22806	寒冰御剑诀	22806						0								100	
22807	寒残雪刃	22807						0								100	
22808	狂暴	22808						5	
22900	冥鳞普攻1	22900						0							1	20					
22901	冥鳞普攻2	22901						0							1	20					
22902	冥鳞技能1	22902						0							1	20					
22903	冥鳞技能2	22903						0							1	20					
22904	冥鳞技能3	22904						0							1	20	
22905	冥鳞技能4	22905						0							1	20	
22906	冥鳞技能5	22906						0							1	20	
23001	皇帝轩辕剑击	23001						0							1	15	
23002	大回旋	23002						0							1	15	
23003	下段踢	23003						0							1	15	
23004	轩辕剑气	23004						0								15	
23005	闪现	23005						0								15	
23006	血怒	23006						0								15	
23007	冰炎弹	23007						0								15	
23008	六血灵阵	23008						10								15	
23009	正义审判	23009						10								15	
23010	烈炎御剑	23010						10	
23011	万火灵阵	23011						45								15	
23012	真炎箭	23012						15								15	
23013	御火剑诀	23013						0								15	
23014	苍炎破	23014						0								15	
23015	寒冰御剑	23015						0								15	
23016	寒冰灵阵	23016						10								15	
23017	寒冰箭	23017						0								15	
23018	御冰剑诀	23018						0								15	
23019	寒冰破	23019						0								15	
23020	烈炎结束	23020						15						601	
23021	寒冰结束	23021						15						602	
